X,English_Name,Genus,Species,treatment,Author,Pub_Year,Journal,thesis,Class,Order,Collection_Location,Study_Type,Distribution,Calcification,Life_stage,Life_stage_category,Extracted_from,Comments,Response_variable,rate_or_biomass,response_type,response_type_2,Effect.of.treatment,Study_Duration,Study_Duration_Units,citation.details,response,SE_response,LCI_response,UCI_response,unit_response,sample_size,pH,uatm,omega.ar,DIC._umol_kg.1,ppm.CO2,CO2,salinity,temperature,oxygen_in_orig_units,orig_oxygen_units,oxygen,unit_conversion_citation_to_ml_l.1,treatment_var,treatment_name_or_other_details,comments,extraction.method,study_design,study,lowerSE,upperSE,max_response,rel_response,rel_upperSE,rel_lowerSE,SE_response_for_resampling,treat_value,genus_species,unique_study,upper_window,lower_window,weighting
173,Razor Clam,Siliqua,patula,temperature,Taylor,1959,US Fish and Wildlife Service,NA,Bivalvia,Adapedonta,California to Alaska,Single species regression from field observation,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,instantaneous growth rate,biomass,growth,ability_productivity_growth_survival,positive,NA,NA,Table 1,0.6,NA,NA,NA,intantaneous length growth,1,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,temperature,NA,temperatures were estimates of annual mean temp in paper,NA,regression,Taylor 1959 Razor Clam Adult instantaneous growth rate temperature,NA,NA,1.11,0.54054054054054,NA,NA,NA,12.2,Siliqua_patula,102,30.76565334532,8.73657409350077,5
174,Razor Clam,Siliqua,patula,temperature,Taylor,1959,US Fish and Wildlife Service,NA,Bivalvia,Adapedonta,California to Alaska,Single species regression from field observation,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,instantaneous growth rate,biomass,growth,ability_productivity_growth_survival,positive,NA,NA,Table 1,0.56,NA,NA,NA,intantaneous length growth,1,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,temperature,NA,temperatures were estimates of annual mean temp in paper,NA,regression,Taylor 1959 Razor Clam Adult instantaneous growth rate temperature,NA,NA,1.11,0.504504504504504,NA,NA,NA,10.3,Siliqua_patula,102,30.76565334532,8.73657409350077,5
175,Razor Clam,Siliqua,patula,temperature,Taylor,1959,US Fish and Wildlife Service,NA,Bivalvia,Adapedonta,California to Alaska,Single species regression from field observation,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,instantaneous growth rate,biomass,growth,ability_productivity_growth_survival,positive,NA,NA,Table 1,1.09,NA,NA,NA,intantaneous length growth,1,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,temperature,NA,temperatures were estimates of annual mean temp in paper,NA,regression,Taylor 1959 Razor Clam Adult instantaneous growth rate temperature,NA,NA,1.11,0.981981981981982,NA,NA,NA,10.3,Siliqua_patula,102,30.76565334532,8.73657409350077,5
176,Razor Clam,Siliqua,patula,temperature,Taylor,1959,US Fish and Wildlife Service,NA,Bivalvia,Adapedonta,California to Alaska,Single species regression from field observation,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,instantaneous growth rate,biomass,growth,ability_productivity_growth_survival,positive,NA,NA,Table 1,0.73,NA,NA,NA,intantaneous length growth,1,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,temperature,NA,temperatures were estimates of annual mean temp in paper,NA,regression,Taylor 1959 Razor Clam Adult instantaneous growth rate temperature,NA,NA,1.11,0.657657657657658,NA,NA,NA,10.3,Siliqua_patula,102,30.76565334532,8.73657409350077,5
177,Razor Clam,Siliqua,patula,temperature,Taylor,1959,US Fish and Wildlife Service,NA,Bivalvia,Adapedonta,California to Alaska,Single species regression from field observation,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,instantaneous growth rate,biomass,growth,ability_productivity_growth_survival,positive,NA,NA,Table 1,0.47,NA,NA,NA,intantaneous length growth,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,temperature,NA,temperatures were estimates of annual mean temp in paper,NA,regression,Taylor 1959 Razor Clam Adult instantaneous growth rate temperature,NA,NA,1.11,0.423423423423423,NA,NA,NA,8,Siliqua_patula,102,30.76565334532,8.73657409350077,5
182,Razor Clam,Siliqua,patula,temperature,Sayce and Tufts,1971,Proceeding of the National Shellfish Association,NA,Bivalvia,Adapedonta,Roosevelt Beach Washington,NA,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,NA,NA,Fig.1,100,NA,NA,NA,percent of 10,1,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Sayce and Tufts 1971 Razor Clam Adult survival temperature,NA,NA,100,1,NA,NA,NA,20,Siliqua_patula,91,30.76565334532,8.73657409350077,10
183,Razor Clam,Siliqua,patula,temperature,Sayce and Tufts,1971,Proceeding of the National Shellfish Association,NA,Bivalvia,Adapedonta,Roosevelt Beach Washington,NA,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,NA,NA,Fig.1,89.73775636,NA,NA,NA,percent of 10,1,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Sayce and Tufts 1971 Razor Clam Adult survival temperature,NA,NA,100,0.8973775636,NA,NA,NA,21,Siliqua_patula,91,30.76565334532,8.73657409350077,10
184,Razor Clam,Siliqua,patula,temperature,Sayce and Tufts,1971,Proceeding of the National Shellfish Association,NA,Bivalvia,Adapedonta,Roosevelt Beach Washington,NA,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,NA,NA,Fig.1,68.04544948,NA,NA,NA,percent of 10,1,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Sayce and Tufts 1971 Razor Clam Adult survival temperature,NA,NA,100,0.6804544948,NA,NA,NA,22,Siliqua_patula,91,30.76565334532,8.73657409350077,10
185,Razor Clam,Siliqua,patula,temperature,Sayce and Tufts,1971,Proceeding of the National Shellfish Association,NA,Bivalvia,Adapedonta,Roosevelt Beach Washington,NA,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,NA,NA,Fig.1,38.44143557,NA,NA,NA,percent of 10,1,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Sayce and Tufts 1971 Razor Clam Adult survival temperature,NA,NA,100,0.3844143557,NA,NA,NA,23,Siliqua_patula,91,30.76565334532,8.73657409350077,10
186,Razor Clam,Siliqua,patula,temperature,Sayce and Tufts,1971,Proceeding of the National Shellfish Association,NA,Bivalvia,Adapedonta,Roosevelt Beach Washington,NA,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,NA,NA,Fig.1,10.17945654,NA,NA,NA,percent of 10,1,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Sayce and Tufts 1971 Razor Clam Adult survival temperature,NA,NA,100,0.1017945654,NA,NA,NA,24,Siliqua_patula,91,30.76565334532,8.73657409350077,10
187,Razor Clam,Siliqua,patula,temperature,Sayce and Tufts,1971,Proceeding of the National Shellfish Association,NA,Bivalvia,Adapedonta,Roosevelt Beach Washington,NA,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,NA,NA,Fig.1,9.165396038,NA,NA,NA,percent of 10,1,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Sayce and Tufts 1971 Razor Clam Adult survival temperature,NA,NA,100,0.09165396038,NA,NA,NA,25,Siliqua_patula,91,30.76565334532,8.73657409350077,10
188,Razor Clam,Siliqua,patula,temperature,Sayce and Tufts,1971,Proceeding of the National Shellfish Association,NA,Bivalvia,Adapedonta,Roosevelt Beach Washington,NA,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,NA,NA,Fig.1,0,NA,NA,NA,percent of 10,1,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Sayce and Tufts 1971 Razor Clam Adult survival temperature,NA,NA,100,0,NA,NA,NA,26,Siliqua_patula,91,30.76565334532,8.73657409350077,10
189,Razor Clam,Siliqua,patula,temperature,Sayce and Tufts,1971,Proceeding of the National Shellfish Association,NA,Bivalvia,Adapedonta,Roosevelt Beach Washington,NA,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,NA,NA,Fig.1,0,NA,NA,NA,percent of 10,1,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Sayce and Tufts 1971 Razor Clam Adult survival temperature,NA,NA,100,0,NA,NA,NA,27,Siliqua_patula,91,30.76565334532,8.73657409350077,10
190,Razor Clam,Siliqua,patula,temperature,Sayce and Tufts,1971,Proceeding of the National Shellfish Association,NA,Bivalvia,Adapedonta,Roosevelt Beach Washington,NA,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,NA,NA,Fig.1,0,NA,NA,NA,percent of 10,1,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Sayce and Tufts 1971 Razor Clam Adult survival temperature,NA,NA,100,0,NA,NA,NA,28,Siliqua_patula,91,30.76565334532,8.73657409350077,10
191,Razor Clam,Siliqua,patula,temperature,Sayce and Tufts,1971,Proceeding of the National Shellfish Association,NA,Bivalvia,Adapedonta,Roosevelt Beach Washington,NA,NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,negative,NA,NA,Fig.1,0,NA,NA,NA,percent of 10,1,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Sayce and Tufts 1971 Razor Clam Adult survival temperature,NA,NA,100,0,NA,NA,NA,29,Siliqua_patula,91,30.76565334532,8.73657409350077,10
192,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,17.68487702,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,9.003257329,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.761555662656677,NA,NA,NA,9.003257329,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
193,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,17.60078837,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,10.00651466,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.757934592094511,NA,NA,NA,10.00651466,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
194,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,23.22204126,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,10.82736156,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,1,NA,NA,NA,10.82736156,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
195,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,14.2555351,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,10.96416938,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.613879500961665,NA,NA,NA,10.96416938,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
196,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,10.17944814,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,10.96416938,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.438352857357726,NA,NA,NA,10.96416938,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
197,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,8.73017278,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,10.96416938,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.375943384229436,NA,NA,NA,10.96416938,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
198,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,16.7038427,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,11.37459283,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.719309836417025,NA,NA,NA,11.37459283,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
199,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,8.189940046,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,11.46579805,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.352679592388253,NA,NA,NA,11.46579805,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
200,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,7.740582071,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,12.01302932,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.333329098175928,NA,NA,NA,12.01302932,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
201,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,5.566669027,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,12.01302932,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.239714888311244,NA,NA,NA,12.01302932,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
202,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,11.90724874,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,12.01302932,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.512756333807324,NA,NA,NA,12.01302932,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
203,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,17.25145164,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,12.01302932,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.742891266398516,NA,NA,NA,12.01302932,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
204,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,12.99597555,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,12.28664495,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.55963967183133,NA,NA,NA,12.28664495,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
205,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,14.1779375,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,12.97068404,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.610537951477225,NA,NA,NA,12.97068404,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
206,Pink Salmon,Oncorhynchus,gorbuscha,temperature,MacNutt et al,2006,Canadian Journal of Zoology,NA,Actinopterygii,Salmoniformes,Hell's Gate Fraser River,Single species lab study (one species in paper),NA,no external CaCO3,Adult,adult or juvenile,google scholar,NA,aerobic scope,rate,metabolic rate,ability_productivity_growth_survival,no diff,NA,NA,Fig.6b,12.641623,NA,NA,NA,mg kg-1 min-1,1,NA,NA,NA,NA,NA,NA,NA,13.51791531,NA,NA,NA,NA,temperature,NA,adults from freshwater,webplotdigitizer,regression,MacNutt et al 2006 Pink Salmon Adult aerobic scope temperature,NA,NA,23.22204126,0.54438035220337,NA,NA,NA,13.51791531,Oncorhynchus_gorbuscha,68,30.76565334532,8.73657409350077,30
